DISCIPLINE,DESCRIPTION,CODE,TASK DEFINITION,UNIT,Size,Value
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSAa,PIPE ANCHOR (Alloy),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,0.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,0.75,0.7
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,1,0.7
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,1.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,2,0.75
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,2.5,0.7
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,3,0.8
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,4,0.8
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,6,1.2
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,8,1.2
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,10,2
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,12,2
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,14,2.25
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,16,2.5
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,18,2.75
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,20,3
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,24,4
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,30,4
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,36,5
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,42,5
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,48,5
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSA,PIPE ANCHOR (CS),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,0.5,1.2
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,0.75,1.25
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,1,1.3
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,1.5,1.4
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,2,1.5
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,2.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,3,1.6
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,4,1.7
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,6,1.8
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,8,1.9
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,10,2
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,12,2.15
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,14,2.3
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,16,2.5
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,18,3
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,20,3.5
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,24,4
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,30,4
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDni,PIPE HOLD DOWN (Compr),supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,0.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,0.75,1.55
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,1,1.6
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,1.5,1.7
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,2,1.8
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,2.5,1.8
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,3,1.9
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,4,2
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,6,2.1
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,8,2.2
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,10,2.3
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,12,2.45
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,14,2.6
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,16,2.8
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,18,3.3
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,20,3.8
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,24,4.3
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,30,4.3
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,36,4.75
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,42,4.75
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,48,4.75
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDx,PIPE RISER CLAMP,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,0.5,1.8
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,0.75,1.85
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,1,1.9
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,1.5,2
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,2,2.1
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,2.5,2.1
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,3,2.2
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,4,2.3
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,6,2.4
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,8,2.5
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,10,2.6
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,12,2.75
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,14,2.9
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,16,3.1
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,18,3.6
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,20,4.1
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,24,4.6
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,30,4.6
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHDxx,PIPE HOLD DOWN CLAMP,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,0.5,1
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,0.75,1
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,1,1
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,1.5,1
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,2,1
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,2.5,1
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,3,1.5
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,4,1.5
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,6,1.5
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,8,1.7
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,10,1.7
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,12,1.7
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,14,2
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,16,2
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,18,2
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,20,2
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,24,2
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,30,2
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSGUSSET,PIPE GUSSET ELEMENT,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,0.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,0.75,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,1,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,1.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,2,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,2.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,3,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,4,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,6,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,8,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,10,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,12,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,14,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,16,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,18,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,20,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,24,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,30,1.5
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSPKUP,PIPE SUPT PICKUP,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,0.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,0.75,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,1,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,1.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,2,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,2.5,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,3,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,4,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,6,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,8,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,10,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,12,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,14,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,16,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,18,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,20,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,24,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,30,1.5
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSCARRY,PIPE SUPT CARRIER,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,0.5,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,0.75,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,1,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,1.5,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,2,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,2.5,3
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,3,3
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,4,3
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,6,3
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,8,4
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,10,4
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,12,4
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,14,4
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,16,4
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,18,5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,20,5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,24,5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,30,5
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLW,PIPE SUPT ANGLE @ STEEL,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,0.5,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,0.75,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,1,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,1.5,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,2,2.5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,2.5,3
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,3,3
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,4,3
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,6,3
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,8,4
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,10,4
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,12,4
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,14,4
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,16,4
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,18,5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,20,5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,24,5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,30,5
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLC,PIPE SUPT ANGLE @ CONC,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,0.5,3
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,0.75,3
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,1,3
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,1.5,3
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,2,3
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,2.5,3.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,3,3.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,4,3.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,6,3.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,8,4.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,10,4.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,12,4.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,14,4.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,16,4.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,18,5.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,20,5.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,24,5.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,30,5.5
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,36,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,42,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,48,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSMLB,PIPE SUPT ANGLE w/BASE,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,0.5,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,0.75,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,1,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,1.5,5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,2,5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,2.5,3
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,3,5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,4,5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,6,5.5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,8,6
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,10,6.5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,12,7
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,14,7.5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,16,8.5
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,18,10
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,20,12
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,24,15
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,30,15
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,36,16
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,42,18
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,48,20
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,54,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSHSPRG,ENGR SPRING HANGER ASSY,supt,60,FALSE
Piping,PIPE SUPPORT INSTALLATION,PSSLIDE,PIPE SHOE SLIDE PLATES,supt,0.5,1
Piping,PIPE SUPPORT INSTALLATION,PSSLIDE,PIPE SHOE SLIDE PLATES,supt,0.75,1
Piping,PIPE SUPPORT INSTALLATION,PSSLIDE,PIPE SHOE SLIDE PLATES,supt,1,1
